id,book,chapter,verse,txt,obj_cl_kind,obj_verb,obj_stemf,obj_tense,carc,tr_verb,tr_stemf,tr_tense,conj
511105,Chronica_I,28,10,Q,VC,BXR[,qal,perf,523,R>H[,qal,impv,KJ
511211,Chronica_I,29,17,Q,VC,BXN[,qal,ptca,562,JD<[,qal,perf,KJ
511737,Chronica_II,6,33,Q,VC,QR>[,nif,perf,524,JD<[,qal,infc,KJ
512227,Chronica_II,12,7,N,VC,KN<[,nif,perf,524,R>H[,qal,infc,KJ
512285,Chronica_II,13,5,Q,VC,NTN[,qal,perf,524,JD<[,qal,infc,KJ
512455,Chronica_II,15,9,N,NC,no_verb,no_verb,no_verb,504,R>H[,qal,infc,KJ
512754,Chronica_II,18,32,N,VC,HJH[,qal,perf,524,R>H[,qal,infc,KJ
512951,Chronica_II,20,29,N,VC,LXM[,nif,perf,524,CM<[,qal,infc,KJ
513104,Chronica_II,22,10,N,VC,MWT[,qal,perf,522,R>H[,qal,perf,KJ
513246,Chronica_II,24,11,N,NC,no_verb,no_verb,no_verb,504,R>H[,qal,infc,KJ
513407,Chronica_II,25,16,Q,VC,J<Y[,qal,perf,522,JD<[,qal,perf,KJ
513675,Chronica_II,28,23,Q,WP,no_verb,no_verb,no_verb,999,>MR[,qal,wayq,KJ
514014,Chronica_II,32,2,N,VC,BW>[,qal,perf,527,R>H[,qal,wayq,KJ
514198,Chronica_II,33,13,N,WP,no_verb,no_verb,no_verb,507,JD<[,qal,wayq,KJ
428685,Genesis,24,3,Q,VC,LQX[,qal,impf,507,CB<[,hif,impf,ACR
433731,Exodus,11,7,Q,VC,PLH[,hif,impf,507,JD<[,qal,impf,ACR
443998,Deuteronomium,1,31,Q,VC,NF>[,qal,perf,507,R>H[,qal,perf,ACR
455207,Samuel_I,18,15,N,VC,FKL[,hif,ptca,507,R>H[,qal,wayq,ACR
456929,Samuel_II,1,4,N,VC,NWS[,qal,perf,507,>MR[,qal,wayq,ACR
463528,Reges_I,22,16,Q,VC,DBR[,piel,impf,507,CB<[,hif,ptca,ACR
481031,Ezechiel,20,26,D,NC,no_verb,no_verb,no_verb,501,JD<[,qal,impf,ACR
496984,Iob,9,5,Q,VC,HPK[,qal,perf,501,JD<[,qal,perf,ACR
503265,Ecclesiastes,7,22,Q,VC,QLL[,piel,perf,501,JD<[,qal,perf,ACR
503301,Ecclesiastes,7,29,Q,VC,<FH[,qal,perf,501,MY>[,qal,perf,ACR
503352,Ecclesiastes,8,12,Q,VC,HJH[,qal,impf,501,JD<[,qal,ptca,ACR
504226,Esther,1,19,Q,VC,BW>[,qal,impf,501,JY>[,qal,impf,ACR
504278,Esther,2,10,N,VC,NGD[,hif,impf,501,YWH[,piel,perf,ACR
504457,Esther,4,11,Q,WP,no_verb,no_verb,no_verb,506,JD<[,qal,ptca,ACR
504745,Esther,8,11,N,VC,NTN[,qal,perf,506,KTB[,qal,wayq,ACR
504927,Daniel,1,8,N,VC,G>L=[,hit,impf,506,FJM[,qal,wayq,ACR
504929,Daniel,1,8,N,VC,G>L=[,hit,impf,506,BQC[,piel,wayq,ACR
506760,Esra,2,63,N,VC,>KL[,qal,impf,506,>MR[,qal,wayq,ACR
508091,Nehemia,7,65,N,VC,>KL[,qal,impf,506,>MR[,qal,wayq,ACR
508699,Nehemia,13,19,N,VC,PTX[,qal,impf,506,>MR[,qal,wayq,ACR
508710,Nehemia,13,22,N,VC,HJH[,qal,impf,506,>MR[,qal,wayq,ACR
511354,Chronica_II,2,7,Q,VC,JD<[,qal,ptca,506,JD<[,qal,perf,ACR
512665,Chronica_II,18,15,Q,VC,DBR[,piel,impf,506,CB<[,hif,ptca,ACR
448052,Josua,4,7,Q,VC,KRT[,nif,perf,0,>MR[,qal,perf,ACR
454670,Samuel_I,15,20,Q,VC,CM<[,qal,perf,999,>MR[,qal,wayq,ACR
504351,Esther,3,4,N,NC,no_verb,no_verb,no_verb,10,NGD[,hif,perf,ACR
